Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2 
116,0.8660075217485428,1704,chapin_dfss_providers_2011_070212.csv,FIRMAN COMMUNITY SERVICES FIRMAN HOUSE SOUTH,5401 S WENTWORTH AVE ,60609,3733400,,,,,,,FIRMAN COMMUNITY SERVICES,FULLER PARK,,,,,Donna Skinner-Echols,No,No,No,"4394IT(Child Care IT Center), 4394PS(Child Care PS Center &",,,,,,,,,,b'1290',b'cps_early_childhood_portal_scrape.csv',b'firman community services - firman house south',b'5401 s wentworth ave',b'60609',b'4513400',b'',b'child care',b'half day/full day',b'',b'',b'',b'firman community services',b'fuller park',b'',b'',b'',b'',b'donna skinner-echols',b'no',b'no',b'no',"b'4394it(child care it center), 4394ps(child care ps center &'",b'',b'',b'',b'',b'',b'',b'',b'',b''
82,0.9168608859181404,1705,chapin_dfss_providers_2011_070212.csv,FIRMAN COMMUNITY SERVICES FIRMAN HOUSE WEST,37 W 47TH ST ,60609,3733400,,,,,,,FIRMAN COMMUNITY SERVICES,GRAND BOULEVARD,,,,,Ms. Donna  Skinner-Echols,Yes,No,No,"7076PS(HS Collaboration with Childcare & PreK), 2759SA(Schoo",,,,,,,,,,b'115',b'cps_early_childhood_portal_scrape.csv',b'firman community services - firman house west',b'37 w 47th st',b'60609',b'3733400',b'',b'child care',b'half day/full day',b'',b'',b'grand boulevard',b'firman community services',b'grand boulevard',b'',b'',b'',b'',b'ms. donna skinner-echols',b'yes',b'no',b'no',"b'7076ps(hs collaboration with childcare & prek), 2759sa(schoo'",b'www.firmancs.org',b'marguerite young',b'dontrease thomas',b'',b'04/30/15',b'399224',b'firmancs@compuserve.com',b'',b'child care'
642,0.9283275405565897,1706,chapin_dfss_providers_2011_070212.csv,FIRMAN COMMUNITY SERVICES FIRMAN WEST II SA 4644 S. DEARBORN,4644 S DEARBORN ,60609,3733400,,,,,,,FIRMAN COMMUNITY SERVICES,GRAND BOULEVARD,,,,,LaTasha Gentry,No,No,Yes,2760SA(School Age (SA)),,,,,,,,,,b'1207',b'cps_early_childhood_portal_scrape.csv',b'firman community services firman west ii sa 4644 s. dearborn',b'4644 s dearborn',b'60609',b'3733400',b'',b'school age',b'part day/full day',b'',b'',b'',b'firman community services',b'grand boulevard',b'',b'',b'',b'',b'latasha gentry',b'no',b'no',b'yes',b'2760sa(school age (sa))',b'www.firmancs.org',b'marguerite young',b'dontrease thomas',b'',b'',b'',b'',b'',b'child care'
320,0.9028852979342142,1707,chapin_dfss_providers_2011_070212.csv,FIRST CHURCH OF LOVE AND FAITH FIRST CHURCH OF LOVE AND FAITH,2140 W 79TH ST ,60620,8739155,,,,,,,FIRST CHURCH OF LOVE AND FAITH,AUBURN GRESHAM,,,,,Connie Guyton,Yes,No,No,,,,,,,,,,,b'2169',b'cps_early_childhood_portal_scrape.csv',b'first church of love and faith',b'2140 w 79th st',b'60620',b'8739155',b'',b'head start',b'half day/full day',b'',b'',b'',b'first church of love and faith',b'auburn gresham',b'',b'',b'',b'',b'connie guyton',b'yes',b'no',b'no',b'',b'',b'archbishop lucius hall',b'barbara mosley',b'',b'',b'',b'',b'',b'child care'
44,0.8539489507675171,1708,chapin_dfss_providers_2011_070212.csv,FIRST CHURCH OF LOVE AND FAITH FIRST CHURCH OF LOVE AND FAITH#2,2141 WEST 79TH STREET ,60620,2246800,,,,,,,FIRST CHURCH OF LOVE AND FAITH,AUBURN GRESHAM,,,,,CONNIIE GUYTON,Yes,No,No,3258PS(HS Collaboration with Childcare),,,,,,,,,,b'65',b'cps_early_childhood_portal_scrape.csv',b'first church of love and faith - first church of love & faith annex',b'2141 w 79th st',b'60620',b'2246800',b'',b'child care',b'extended day',b'',b'',b'',b'first church of love and faith',b'auburn gresham',b'',b'',b'',b'',b'conniie guyton',b'yes',b'no',b'no',b'3258ps(hs collaboration with childcare)',b'',b'',b'',b'',b'',b'',b'',b'',b''
719,0.619227,1709,chapin_dfss_providers_2011_070212.csv,FSS BLUE NORTH,1615 W CHICAGO AVENUE ST ,60622,7432084,,,,,,,FSS,WEST TOWN,,,,,,No,No,No,CYSPS(Child Care IT Center),,,,,,,,,,b'1709',b'chapin_dfss_providers_2011_070212.csv',b'fss blue north',b'1615 w chicago avenue st',b'60622',b'7432084',b'',b'',b'',b'',b'',b'',b'fss',b'west town',b'',b'',b'',b'',b'mr. walters',b'no',b'no',b'no',b'cysps(child care it center)',b'',b'',b'',b'',b'',b'',b'',b'',b''
719,0.619227,1710,chapin_dfss_providers_2011_070212.csv,FSS RED SOUTH,1615 W CHICAGO ,60622,,,,,,,,FSS,WEST TOWN,,,,,Mr. Walters,No,No,No,CYSPS(Child Care IT Center),,,,,,,,,,b'1709',b'chapin_dfss_providers_2011_070212.csv',b'fss blue north',b'1615 w chicago avenue st',b'60622',b'7432084',b'',b'',b'',b'',b'',b'',b'fss',b'west town',b'',b'',b'',b'',b'mr. walters',b'no',b'no',b'no',b'cysps(child care it center)',b'',b'',b'',b'',b'',b'',b'',b'',b''
990,,1711,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-AMELIA VALENCIA SITE,3021 W 53RD ST ,60632,2511196,,,,,,,GADS HILL CENTER,GAGE PARK,,,,,Celina Orozco,No,Yes,No,"5708IP(EHS Collaboration Enhanced Home IP), 5714IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,1712,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-EDITH ORTEGA SITE,3737 W 51ST ,60632,2511196,,,,,,,GADS HILL CENTER,WEST ELSDON,,,,,Celina Orozco,No,Yes,No,"5705IP(EHS Collaboration Enhanced Home IP), 5711IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,0.07130822,1713,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-LUZ OROZCO SITE,4546 W 67TH ST ,60632,2511196,,,,,,,GADS HILL CENTER,WEST LAWN,,,,,Celina Orozco,No,Yes,No,"5704IP(EHS Collaboration Enhanced Home IP), 5710IT(Child Car",,,,,,,,,,b'1421',b'chapin_dfss_providers_2011_070212.csv',b'carole robertson center for learning fcch-luz orozco',b'4546 w 67th st',b'60629',b'2511196',b'',b'',b'',b'',b'',b'',b'carole robertson center for learning',b'west lawn',b'',b'',b'',b'',b'jolene martin',b'yes',b'no',b'no',"b'5975ps(hs collaboration with childcare homes), 5975ip(ehs co'",b'',b'',b'',b'',b'',b'',b'',b'',b''
660,0.6302206,1714,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MAGDALENA ORTEGA SITE,2318 S HOYNE ,60608,2511196,,,,,,,GADS HILL CENTER,LOWER WEST SIDE,,,,,Celina Orozco,No,Yes,No,"5706IP(EHS Collaboration Enhanced Home IP), 5706IT(EHS Enhan",,,,,,,,,,b'1422',b'chapin_dfss_providers_2011_070212.csv',b'carole robertson center for learning fcch-magdelena ortega',b'2318 s hoyne',b'60608',b'2511196',b'',b'',b'',b'',b'',b'',b'carole robertson center for learning',b'lower west side',b'',b'',b'',b'',b'jolene martin',b'yes',b'no',b'no',"b'5616ps(hs collaboration with childcare homes), 5616ip(ehs co'",b'',b'',b'',b'',b'',b'',b'',b'',b''
992,,1715,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MARIA GONZALEZ,5753 S MOZART AVE ,60629,4714975,,,,,,,GADS HILL CENTER,GAGE PARK,,,,,,No,Yes,No,"5979IP(EHS Collaboration Enhanced Home IP), 5979IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,,1716,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-MARIA PADRON,3754 W 55TH ST ,60632,8388760,,,,,,,GADS HILL CENTER,WEST ELSDON,,,,,,No,Yes,No,"5980IP(EHS Collaboration Enhanced Home IP), 5980IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,,1717,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER FCCH-SARA ORTEGA SITE,6110 S MOZART ,60629,2511196,,,,,,,GADS HILL CENTER,CHICAGO LAWN,,,,,Celina Orozco,No,No,No,"5707IP(EHS Collaboration Enhanced Home IP), 5713IT(Child Car",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,0.7392800052960713,1718,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER GH CULLERTON LOCATION,1919 W CULLERTON ,60608,,,,,,,,GADS HILL CENTER,LOWER WEST SIDE,,,,,Mr. Montes de Oca,No,Yes,Yes,2651SA(School Age (SA)),,,,,,,,,,b'1178',b'cps_early_childhood_portal_scrape.csv',b'gads hill center',b'1919 w cullerton',b'60608',b'2260963',b'',b'school age',b'part day/full day',b'',b'',b'',b'gads hill center',b'lower west side',b'',b'',b'',b'',b'mr. montes de oca',b'no',b'yes',b'yes',b'2651sa(school age (sa))',b'www.gadshillcenter.org',b'barbara castellan',b'mr. montes de oca',b'',b'',b'',b'',b'',b'child care'
208,0.912939707438151,1719,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER GH SINAI COMMUNITY OGDEN,2653 W OGDEN ,60608,5211196,,,,,,,GADS HILL CENTER,NORTH LAWNDALE,,,,,Rick Baldwin,Yes,No,Yes,4289SA(School Age (SA)),,,,,,,,,,b'2517',b'cps_early_childhood_portal_scrape.csv',b'gads hill center',b'2653 w ogden',b'60608',b'5211196',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'north lawndale',b'gads hill center',b'north lawndale',b'',b'',b'',b'',b'rick baldwin',b'yes',b'no',b'yes',b'4289sa(school age (sa))',b'www.gadshillcenter.org',b'cp',b'rick baldwin',b'',b'11/01/16',b'723718',b'bstokes@gadshillcenter.org',b'',b'early head start'
720,0.9672629,1720,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER HUNT'S EARLY CHILDHOOD EDUCATIONAL ACADEMY,2701 W 79TH ST ,60652,8638260,,,,,,,GADS HILL CENTER,ASHBURN,,,,,Sallie Hunt,Yes,No,No,,,,,,,,,,,b'1720',b'chapin_dfss_providers_2011_070212.csv',"b""gads hill center hunt's early childhood educational academy""",b'2701 w 79th st',b'60652',b'8638260',b'',b'',b'',b'',b'',b'',b'gads hill center',b'ashburn',b'',b'',b'',b'',b'sallie hunt',b'yes',b'no',b'no',b'',b'www.gadshillcenter.org',b'barbara castellan',b'sallie hunt',b'',b'',b'',b'',b'',b''
216,0.9015175998210907,1721,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER KOVE LEARNING ACADEMY,3137 W 71ST ST ,60629,4763083,,,,,,,GADS HILL CENTER,CHICAGO LAWN,,,,,Olivia Hargon,Yes,No,No,,,,,,,,,,,b'327',b'dfss_agencysitelies_2012.csv',b'gads hill center kove learning academy',b'3137 w 71st st',b'60629',b'4763083',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'gads hill center',b'chicago lawn',b'',b'',b'',b'',b'olivia hargon',b'yes',b'no',b'no',b'',b'www.gadshillcenter.org',b'barbara castellan',b'olivia hargon',b'',b'',b'',b'',b'',b''
721,0.9672629,1722,chapin_dfss_providers_2011_070212.csv,GADS HILL CENTER M & E DAYCARE - 79TH STREET DAY CARE,3728 W 79TH ST ,60652,5857979,,,,,,,GADS HILL CENTER,ASHBURN,,,,,Lisa Pearson,Yes,No,No,,,,,,,,,,,b'1722',b'chapin_dfss_providers_2011_070212.csv',b'gads hill center m & e daycare - 79th street day care',b'3728 w 79th st',b'60652',b'5857979',b'',b'',b'',b'',b'',b'',b'gads hill center',b'ashburn',b'',b'',b'',b'',b'lisa pearson',b'yes',b'no',b'no',b'',b'www.gadshillcenter.org',b'barbara castellan',b'lisa pearson',b'',b'',b'',b'',b'',b''
722,0.9698143,1723,chapin_dfss_providers_2011_070212.csv,HAYMARKET CENTER HAYMARKET CENTER,120 N SANGAMON ,60607,2267984,,,,,,,HAYMARKET CENTER,NEAR WEST SIDE,,,,,Bakahia Madison,No,Yes,No,,,,,,,,,,,b'1723',b'chapin_dfss_providers_2011_070212.csv',b'haymarket center haymarket center',b'120 n sangamon',b'60607',b'2267984',b'',b'',b'',b'',b'',b'',b'haymarket center',b'near west side',b'',b'',b'',b'',b'bakahia madison',b'no',b'yes',b'no',b'',b'www.hcenter.org',b'bakahia madison',b'bakahia madison',b'',b'',b'',b'',b'',b''
723,0.92798287,1724,chapin_dfss_providers_2011_070212.csv,HAYMARKET CENTER WHOLLY INNOCENCE DAY CARE CENTER,34 N SANGAMON ,60607,2267984,,,,,,,HAYMARKET CENTER,NEAR WEST SIDE,,,,,Bakahia Madison,No,No,No,"4343IT(Child Care IT Center), 4343PS(Child Care PS Center),",,,,,,,,,,b'1724',b'chapin_dfss_providers_2011_070212.csv',b'haymarket center wholly innocence day care center',b'34 n sangamon',b'60607',b'2267984',b'',b'',b'',b'',b'',b'',b'haymarket center',b'near west side',b'',b'',b'',b'',b'bakahia madison',b'no',b'no',b'no',"b'4343it(child care it center), 4343ps(child care ps center),'",b'www.hcenter.org',b'bakahia madison',b'bakahia madison',b'',b'',b'',b'',b'',b''
106,0.8745397627353668,1725,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-EARNESTINE MOORE,4941 W CHICAGO AVE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5981IP(EHS Collaboration Enhanced Home IP), 5982IT(Child Car",,,,,,,,,,b'1725',b'chapin_dfss_providers_2011_070212.csv',b'healing temple healing temple',b'4941 w chicago',b'60651',b'2876964',b'',b'child care',b'extended day',b'',b'',b'',b'healing temple',b'austin',b'',b'',b'',b'',b'carole smoot',b'no',b'yes',b'no',"b'5981ip(ehs collaboration enhanced home ip), 5982it(child car'",b'',b'elizabeth lockhart',b'carole smoot',b'',b'',b'',b'',b'',b''
995,,1726,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-GLENNER MITCHELL,5412 W POTOMAC AVE ,60651,3784974,,,,,,,HEALING TEMPLE,AUSTIN,,,,,,No,Yes,No,"5608IP(EHS Collaboration Enhanced Home IP), 5608IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,0.70471936,1727,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-MARY MURPHY,5418 W JACKSON ,60644,2876994,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5717IP(EHS Collaboration Enhanced Home IP), 5717IT(EHS Enhan",,,,,,,,,,b'1426',b'chapin_dfss_providers_2011_070212.csv',b'carole robertson center for learning fcch-mary murphy',b'5418 w jackson st',b'60644',b'5211600',b'',b'',b'',b'',b'',b'',b'carole robertson center for learning',b'austin',b'',b'',b'',b'',b'jolene martin',b'no',b'no',b'no',"b'5614ps(hs collaboration with childcare homes), 5614ip(ehs co'",b'',b'',b'',b'',b'',b'',b'',b'',b''
996,,1728,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE FCCH-ROSIE CRAWFORD,1114 N LARAMIE ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Lucille Brown,No,Yes,No,"5715IP(EHS Collaboration Enhanced Home IP), 5715IT(EHS Enhan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.9415182173252106,1729,chapin_dfss_providers_2011_070212.csv,HEALING TEMPLE HEALING TEMPLE,4941 W CHICAGO ,60651,2876964,,,,,,,HEALING TEMPLE,AUSTIN,,,,,Carole  Smoot,Yes,No,No,,,,,,,,,,,b'1725',b'chapin_dfss_providers_2011_070212.csv',b'healing temple healing temple',b'4941 w chicago',b'60651',b'2876964',b'',b'child care',b'extended day',b'',b'',b'',b'healing temple',b'austin',b'',b'',b'',b'',b'carole smoot',b'no',b'yes',b'no',"b'5981ip(ehs collaboration enhanced home ip), 5982it(child car'",b'',b'elizabeth lockhart',b'carole smoot',b'',b'',b'',b'',b'',b''
724,0.9646953344345093,1730,chapin_dfss_providers_2011_070212.csv,HEKTOEN INSTITUTE EARLY HEAD START PROGRAM AT STROGER HOSPITAL,1900 W POLK ,60612,8646560,,,,,,,HEKTOEN INSTITUTE,NEAR WEST SIDE,,,,,Grace Ortiz,No,Yes,No,,,,,,,,,,,b'1730',b'chapin_dfss_providers_2011_070212.csv',b'hektoen institute early head start program at stroger hospital',b'1900 w polk',b'60612',b'8646560',b'',b'',b'',b'',b'',b'',b'hektoen institute',b'near west side',b'',b'',b'',b'',b'grace ortiz',b'no',b'yes',b'no',b'',b'',b'grace ortiz',b'grace ortiz',b'',b'',b'',b'',b'',b'early head start'
234,0.8324904441833496,1731,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALL ABOUT KIDS LEARNING ACADEMY,514 E 75TH ST ,60619,8922800,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Tess McKenzie,Yes,No,No,,,,,,,,,,,b'777',b'cps_early_childhood_portal_scrape.csv',b'henry booth house all about kids learning academy',b'514 e. 75th st.',b'60619',b'8922800',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'henry booth house',b'greater grand crossing',b'',b'',b'',b'',b'tess mckenzie',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'tess mckenzie',b'',b'',b'',b'',b'',b''
725,0.8062393,1732,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S,34 E 115TH STREET ,60628,8404502,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Allison  Perkins,Yes,No,No,,,,,,,,,,,b'1732',b'chapin_dfss_providers_2011_070212.csv',"b""henry booth house allison's""",b'34 e 115th street',b'60628',b'8404502',b'',b'',b'',b'',b'',b'',b'henry booth house',b'roseland',b'',b'',b'',b'',b'allison perkins',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'allison perkins',b'',b'',b'',b'',b'',b''
242,0.9008903503417969,1733,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ALLISON'S INFANT TODDLER,5522 S RACINE ,60636,4363193,,,,,,,HENRY BOOTH HOUSE,WEST ENGLEWOOD,,,,,LaParish Woody,Yes,No,No,,,,,,,,,,,b'407',b'cps_early_childhood_portal_scrape.csv',"b""henry booth house allison's infant toddler""",b'5522 s racine',b'60636',b'4363193',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'henry booth house',b'west englewood',b'',b'',b'',b'',b'laparish woody',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'laparish woody',b'',b'',b'',b'',b'',b''
379,0.9166149497032166,1734,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE ANGEL WINGS,5365 W NORTH ,60639,7450262,,,,,,,HENRY BOOTH HOUSE,AUSTIN,,,,,Lisa Collins,Yes,No,No,,,,,,,,,,,b'1734',b'chapin_dfss_providers_2011_070212.csv',b'henry booth house angel wings',b'5365 w north',b'60639',b'7450262',b'',b'',b'',b'',b'',b'',b'henry booth house',b'austin',b'',b'',b'',b'',b'lisa collins',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'lisa collins',b'',b'',b'',b'',b'',b''
726,0.7668739,1735,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BRITE NEW MINDS,112 E 51ST STREET ,60615,,,,,,,,HENRY BOOTH HOUSE,GRAND BOULEVARD,,,,,,Yes,No,No,,,,,,,,,,,b'1735',b'chapin_dfss_providers_2011_070212.csv',b'henry booth house brite new minds',b'112 e 51st street',b'60615',b'',b'',b'',b'',b'',b'',b'',b'henry booth house',b'grand boulevard',b'',b'',b'',b'',b'',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'',b'',b'',b'',b'',b'',b''
239,0.8001565217971802,1736,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE BUNNYLAND LAND  DAY CARE,545 W 119TH STREET ,60628,5685200,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms.  Boykin,Yes,No,No,,,,,,,,,,,b'403',b'cps_early_childhood_portal_scrape.csv',b'henry booth house bunnyland land day care',b'545 w 119th street',b'60628',b'5685200',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'henry booth house',b'west pullman',b'',b'',b'',b'',b'ms. boykin',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. boykin',b'',b'09/01/15',b'723622',b'bunnylanddevelopmentme@sbcglobal.net',b'',b'child care'
328,0.9458318948745728,1737,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE COLOR FOR TOTS,2550 E 73RD ST ,60649,3638687,,,,,,,HENRY BOOTH HOUSE,SOUTH SHORE,,,,,Cassandra Williams,Yes,No,No,,,,,,,,,,,b'650',b'dfss_agencysitelies_2012.csv',b'henry booth house color for tots',b'2550 e 73rd st',b'60649',b'3638687',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'south shore',b'',b'',b'',b'',b'cassandra williams',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'cassandra williams',b'',b'',b'',b'',b'',b''
727,0.8365456461906433,1738,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GINA'S UNBELIEVABLE,7239 S DOBSON ,60619,3242010,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Gina Thomas,Yes,No,No,,,,,,,,,,,b'2187',b'chapin_dfss_providers_2011_070212.csv',"b""henry booth house gina's unbelievable""",b'7239 s. dobson avenue',b'60619',b'3242010',b'',b'',b'',b'',b'',b'',b'henry booth house',b'greater grand crossing',b'',b'',b'',b'',b'gina thomas',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'gina thomas',b'',b'08/01/16',b'726339',b'thomag836@ameritech.net',b'',b''
250,0.8697904348373413,1739,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE GRANNY'S DAY CARE CENTER,645 W 127TH STREET ,60628,2644800,,,,,,,HENRY BOOTH HOUSE,WEST PULLMAN,,,,,Ms. Priscilla Bolling,Yes,No,No,,,,,,,,,,,b'816',b'dfss_agencysitelies_2012.csv',"b""henry booth house granny's day care center""",b'645 w 127th st',b'60628',b'2644800',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'west pullman',b'',b'',b'',b'',b'ms. priscilla bolling',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. priscilla bolling',b'',b'',b'',b'',b'',b''
332,0.7874553203582764,1740,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HEGEWISCH,2725 E 130TH STREET ,60633,,,,,,,,HENRY BOOTH HOUSE,HEGEWISCH,,,,,,Yes,No,Yes,"4358IT(Child Care IT Center), 4358PS(Child Care PS Center),",,,,,,,,,,b'664',b'dfss_agencysitelies_2012.csv',b'henry booth house hegewisch',b'2725 e 130th',b'60633',b'',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'hegewisch',b'',b'',b'',b'',b'',b'yes',b'no',b'yes',"b'4358it(child care it center), 4358ps(child care ps center),'",b'www.henryboothhouse.org',b'scott perkins',b'',b'',b'',b'',b'',b'',b''
288,0.9521201550960541,1741,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE HIPPITY HOP TINY TOTS,11223 S HALSTED ST ,60628,7853340,,,,,,,HENRY BOOTH HOUSE,ROSELAND,,,,,Ms. Tuggle,Yes,No,No,,,,,,,,,,,b'529',b'dfss_agencysitelies_2012.csv',b'henry booth house hippity hop tiny tots',b'11223 s halsted st',b'60628',b'7853340',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'roseland',b'',b'',b'',b'',b'ms. tuggle',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. tuggle',b'',b'',b'',b'',b'',b''
401,0.9557723999023438,1742,chapin_dfss_providers_2011_070212.csv,"HENRY BOOTH HOUSE ITSY BITSY PEOPLE PALACE, INC",7419 S COTTAGE GROVE AVE ,60619,8467396,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Ms. Whiting,Yes,No,No,,,,,,,,,,,b'843',b'dfss_agencysitelies_2012.csv',"b'henry booth house itsy bitsy people palace, inc'",b'7419 s cottage grove ave',b'60619',b'8467396',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'greater grand crossing',b'',b'',b'',b'',b'ms. whiting',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. whiting',b'',b'',b'',b'',b'',b''
411,0.8700428009033203,1743,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN LEARINING CENTER-8501 S ASHLAND,8501 S ASHLAND ,60620,2395437,,,,,,,HENRY BOOTH HOUSE,AUBURN GRESHAM,,,,,Ms. Donna Taylor,Yes,No,No,,,,,,,,,,,b'868',b'dfss_agencysitelies_2012.csv',b'henry booth house jelly bean learining center-8501 s ashland',b'8501 s ashland',b'60620',b'2395437',b'',b'head start',b'half day/full day',b'',b'',b'',b'henry booth house',b'auburn gresham',b'',b'',b'',b'',b'ms. donna taylor',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'ms. donna taylor',b'',b'',b'',b'',b'',b''
728,0.94636554,1744,chapin_dfss_providers_2011_070212.csv,HENRY BOOTH HOUSE JELLY BEAN-358-370 E 71ST,358 370 E 71ST ,60636,8738888,,,,,,,HENRY BOOTH HOUSE,GREATER GRAND CROSSING,,,,,Donna Taylor,Yes,No,No,,,,,,,,,,,b'1744',b'chapin_dfss_providers_2011_070212.csv',b'henry booth house jelly bean-358-370 e 71st',b'358 370 e 71st',b'60636',b'8738888',b'',b'',b'',b'',b'',b'',b'henry booth house',b'greater grand crossing',b'',b'',b'',b'',b'donna taylor',b'yes',b'no',b'no',b'',b'www.henryboothhouse.org',b'scott perkins',b'donna taylor',b'',b'',b'',b'',b'',b''
